Date,qt,prec,tmean
12/16/1993,5.14,27.671,17.0431
12/17/1993,4.84,0,16.6501
12/18/1993,4.69,0,16.4246
12/19/1993,4.55,0,16.3679
12/20/1993,4.4,0,16.2711
12/21/1993,4.4,0,16.9007
12/22/1993,4.26,0,16.8279
12/23/1993,4.13,4.6015,17.0956
12/24/1993,4.13,0,17.4025
12/25/1993,4.06,0,16.968
12/26/1993,3.99,0,16.4958
12/27/1993,3.86,0,15.9204
12/28/1993,3.86,0,16.6381
12/29/1993,3.73,0,16.3961
12/30/1993,3.73,0,16.3428
12/31/1993,3.6,0,16.9918
1/1/1994,3.6,14.8662,16.1238
1/2/1994,3.54,0,16.787
1/3/1994,3.48,0,16.4132
1/4/1994,3.48,0,16.8446
1/5/1994,3.36,0,16.1393
1/6/1994,3.79,0,16.5106
1/7/1994,3.54,0,16.6605
1/8/1994,3.36,0,16.7492
1/9/1994,3.24,0,16.7378
1/10/1994,3.19,0,16.4091
1/11/1994,3.15,0,16.2142
1/12/1994,3.11,0,16.1978
1/13/1994,3.07,0,16.2551
1/14/1994,3.03,0,17.1427
1/15/1994,2.95,0,16.8208
1/16/1994,2.92,18.6424,16.6197
1/17/1994,2.88,0,16.5342
1/18/1994,2.85,9.3212,16.8063
1/19/1994,2.81,0,16.327
1/20/1994,2.77,0,16.5538
1/21/1994,2.74,0,16.2499
1/22/1994,2.7,0,16.1353
1/23/1994,2.67,0,16.4432
1/24/1994,2.63,0,16.3944
1/25/1994,2.59,0,16.6465
1/26/1994,2.56,0,17.209
1/27/1994,2.52,0,17.8618
1/28/1994,2.49,0,17.7262
1/29/1994,2.46,0,17.3808
1/30/1994,2.42,0,16.2083
1/31/1994,2.39,0,16.7648
2/1/1994,2.35,0,16.7326
2/2/1994,2.33,0,16.3411
2/3/1994,2.29,0,16.6615
2/4/1994,2.27,0,17.1803
2/5/1994,2.25,0,17.1168
2/6/1994,2.24,3.6387,17.1416
2/7/1994,2.22,0,16.9039
2/8/1994,2.2,0,17.7331
2/9/1994,2.18,0,17.2331
2/10/1994,2.17,0,17.6029
2/11/1994,2.15,0,18.1223
2/12/1994,2.13,0,17.8119
2/13/1994,2.11,0,17.3493
2/14/1994,2.1,0,17.0773
2/15/1994,2.08,0,16.9396
2/16/1994,2.06,0,16.6188
2/17/1994,2.05,0,16.8944
2/18/1994,2.03,0,17.1394
2/19/1994,1.95,0,17.6448
2/20/1994,1.95,0,18.4247
2/21/1994,1.99,0,18.6589
2/22/1994,1.87,0,18.2127
2/23/1994,1.87,0,17.6473
2/24/1994,1.79,0,17.4832
2/25/1994,1.79,0,18.2183
2/26/1994,1.56,0,18.2251
2/27/1994,1.56,0,16.7543
2/28/1994,1.71,0,17.0797
3/1/1994,1.75,0,18.0519
3/2/1994,1.75,0,18.0729
3/3/1994,1.71,0,17.9601
3/4/1994,1.7,5.9616,17.1249
3/5/1994,1.69,0,17.3358
3/6/1994,1.67,0,17.654
3/7/1994,1.67,0,18.3612
3/8/1994,1.65,0,17.9453
3/9/1994,1.64,0,17.2411
3/10/1994,1.63,0,17.4753
3/11/1994,1.62,0,17.3948
3/12/1994,1.61,0,16.9966
3/13/1994,1.6,0,17.1186
3/14/1994,1.58,0,17.1785
3/15/1994,1.58,0,17.3717
3/16/1994,1.56,0,18.0135
3/17/1994,1.56,0,18.0685
3/18/1994,1.56,0,17.9449
3/19/1994,1.41,0,18.3729
3/20/1994,1.55,0,18.804
3/21/1994,1.65,0,19.0772
3/22/1994,1.68,0,18.3384
3/23/1994,1.56,0,18.3706
3/24/1994,1.55,0,19.1598
3/25/1994,1.54,0,19.0183
3/26/1994,1.53,0,18.0511
3/27/1994,1.51,0,18.7247
3/28/1994,1.51,0,19.1875
3/29/1994,1.49,9.4973,19.0861
3/30/1994,1.52,0,18.548
3/31/1994,1.34,28.4921,17.901
4/1/1994,1.57,2.255,18.1959
4/2/1994,1.56,2.255,17.9437
4/3/1994,1.47,0,18.1308
4/4/1994,1.42,0,17.6072
4/5/1994,1.41,0,18.5405
4/6/1994,1.4,0,18.7013
4/7/1994,1.39,0,18.9081
4/8/1994,1.38,0,17.9878
4/9/1994,1.37,2.5307,18.2072
4/10/1994,1.36,2.5307,18.8115
4/11/1994,1.37,0,18.7918
4/12/1994,1.36,5.8195,18.9708
4/13/1994,1.34,8.7292,18.9791
4/14/1994,1.34,0,18.4383
4/15/1994,1.33,0,18.5196
4/16/1994,1.31,0,19.2909
4/17/1994,1.29,0,19.0464
4/18/1994,1.29,0,18.6834
4/19/1994,1.31,7.6779,18.5555
4/20/1994,1.25,0,18.6512
4/21/1994,1.23,2.6149,18.2725
4/22/1994,1.17,6.5373,18.6397
4/23/1994,1.29,3.9224,18.4874
4/24/1994,1.35,5.2299,18.8587
4/25/1994,1.24,3.9224,18.7068
4/26/1994,1.17,16.5736,19.2109
4/27/1994,1.17,16.5736,18.9696
4/28/1994,1.23,24.8604,18.6647
4/29/1994,1.36,16.5736,17.6541
4/30/1994,1.31,0,17.12
5/1/1994,1.26,23.4973,17.6711
5/2/1994,1.23,0,18.1832
5/3/1994,1.17,0,18.4662
5/4/1994,1.23,0,18.5956
5/5/1994,1.3,0,18.7223
5/6/1994,1.26,0,18.1982
5/7/1994,1.17,6.7608,17.9097
5/8/1994,1.17,13.5215,17.6786
5/9/1994,1.17,6.7608,18.6179
5/10/1994,1.14,0,17.9813
5/11/1994,1.11,0,18.214
5/12/1994,1.15,0,18.6448
5/13/1994,1.3,20.5786,18.1501
5/14/1994,1.41,10.2893,18.3567
5/15/1994,1.39,15.434,18.4662
5/16/1994,1.49,10.9341,18.3345
5/17/1994,1.68,0,19.0408
5/18/1994,2.11,10.9341,17.6812
5/19/1994,1.87,0,17.5074
5/20/1994,1.49,0,17.7729
5/21/1994,1.36,15.2906,17.7109
5/22/1994,1.46,45.8717,17.8794
5/23/1994,2.45,15.2906,17.806
5/24/1994,2.22,15.2906,17.5595
5/25/1994,1.87,15.2906,17.496
5/26/1994,1.8,0,17.4821
5/27/1994,1.67,0,18.3353
5/28/1994,1.56,20.4314,18.3571
5/29/1994,1.72,23.3502,18.0871
5/30/1994,1.87,30.6471,17.1012
5/31/1994,2.55,10.2157,17.5889
6/1/1994,3.12,6.1179,17.6006
6/2/1994,2.07,6.1179,17.9438
6/3/1994,1.87,6.1179,18.3069
6/4/1994,1.67,18.3536,18.3679
6/5/1994,1.68,6.1179,17.2618
6/6/1994,1.79,11.3162,18.285
6/7/1994,1.6,0,18.69
6/8/1994,1.91,11.3162,17.9513
6/9/1994,2.29,11.3162,18.0002
6/10/1994,1.75,0,18.8383
6/11/1994,1.6,0,18.2091
6/12/1994,1.64,5.9243,18.3528
6/13/1994,1.9,11.8486,17.5794
6/14/1994,2.67,11.8486,17.9565
6/15/1994,1.99,11.8486,17.7852
6/16/1994,1.79,0,18.1894
6/17/1994,1.9,24.4861,18.5567
6/18/1994,2.11,30.6076,17.785
6/19/1994,2.1,6.1215,17.7449
6/20/1994,1.93,6.1215,17.4177
6/21/1994,1.95,17.4108,17.5159
6/22/1994,1.84,0,18.0027
6/23/1994,1.95,5.8036,17.9975
6/24/1994,1.98,11.6072,17.836
6/25/1994,1.91,5.8036,17.6313
6/26/1994,1.95,0,17.9107
6/27/1994,2.19,0,18.0384
6/28/1994,2.24,7.5763,18.0539
6/29/1994,2.45,15.1525,18.2068
6/30/1994,2.64,7.5763,18.0192
7/1/1994,2.38,4.846,18.6147
7/2/1994,2.2,9.692,18.18
7/3/1994,2.07,14.538,17.6304
7/4/1994,2.1,24.23,16.5281
7/5/1994,2.2,0,17.662
7/6/1994,2.31,0,17.5884
7/7/1994,2.57,13.0865,17.5528
7/8/1994,2.72,0,17.7816
7/9/1994,2.52,0,18.1899
7/10/1994,2.2,0,18.6553
7/11/1994,2.2,0,19.7595
7/12/1994,2.3,22.7802,18.8338
7/13/1994,2.2,11.3901,18.6058
7/14/1994,2.03,0,18.8684
7/15/1994,1.95,0,19.5644
7/16/1994,1.99,9.8677,18.6666
7/17/1994,2.11,6.5785,17.1941
7/18/1994,2.65,0,17.4836
7/19/1994,3.24,3.2892,17.0608
7/20/1994,2.47,6.5785,18.1238
7/21/1994,2.61,6.1613,18.1631
7/22/1994,3.12,9.242,17.811
7/23/1994,2.47,0,18.2479
7/24/1994,2.38,3.0807,18.5311
7/25/1994,2.47,6.1613,18.2567
7/26/1994,2.29,3.1466,19.0309
7/27/1994,2.16,3.1466,18.382
7/28/1994,2.07,0,18.369
7/29/1994,2.03,9.4397,17.7525
7/30/1994,2.06,12.5863,17.535
7/31/1994,2.12,0,18.0457
8/1/1994,2.3,0,17.7414
8/2/1994,2.87,0,17.839
8/3/1994,2.72,0,18.1374
8/4/1994,2.57,27.6593,18.1671
8/5/1994,2.43,15.8053,18.4902
8/6/1994,2.43,25.4919,17.6081
8/7/1994,4.1,19.1189,17.2698
8/8/1994,8.3,6.373,17.7124
8/9/1994,9.24,12.7459,17.4562
8/10/1994,8.14,6.373,17.0228
8/11/1994,5.86,0,17.8248
8/12/1994,4.69,18.8729,17.227
8/13/1994,5.45,9.4365,17.65
8/14/1994,6.46,9.4365,17.6701
8/15/1994,5.94,9.4365,17.8052
8/16/1994,5.22,9.706,18.2683
8/17/1994,4.76,0,18.0832
8/18/1994,4.33,9.706,18.3643
8/19/1994,4.86,19.412,17.854
8/20/1994,9.39,0,17.7165
8/21/1994,10.3,6.3951,18.2052
8/22/1994,8.75,6.3951,17.5824
8/23/1994,7.85,19.1853,17.9604
8/24/1994,6.81,6.3951,18.0779
8/25/1994,6.11,12.7902,17.0935
8/26/1994,5.53,0,17.5226
8/27/1994,5.43,26.3691,18.3721
8/28/1994,5.69,0,18.3874
8/29/1994,6.57,0,18.1771
8/30/1994,6.46,0,18.3689
8/31/1994,6.85,26.3691,17.4585
9/1/1994,6.9,6.9736,17.2166
9/2/1994,6.5,6.9736,17.6021
9/3/1994,7.43,0,17.9223
9/4/1994,8.55,13.9472,17.7381
9/5/1994,7.55,13.9472,18.1047
9/6/1994,6.46,10.611,18.63
9/7/1994,5.94,0,18.9801
9/8/1994,5.61,10.611,18.2034
9/9/1994,5.29,26.5275,17.7736
9/10/1994,4.84,5.3055,17.7278
9/11/1994,4.8,15.2235,17.9536
9/12/1994,7.51,38.0588,17.6063
9/13/1994,7.94,0,18.0437
9/14/1994,6.99,15.2235,18.5538
9/15/1994,6.28,0,18.1669
9/16/1994,5.61,0,18.7962
9/17/1994,5.61,9.9039,18.2514
9/18/1994,5.61,19.8078,17.2513
9/19/1994,5.14,9.9039,18.0977
9/20/1994,5.45,29.7117,18.075
9/21/1994,5.61,10.4584,18.0696
9/22/1994,6.74,20.9169,18.357
9/23/1994,7.55,31.3753,18.2603
9/24/1994,8.14,20.9169,18.3506
9/25/1994,8.34,31.3753,17.4692
9/26/1994,8.14,0,17.3821
9/27/1994,7.75,0,17.0275
9/28/1994,7.36,51.7869,16.9302
9/29/1994,6.81,0,17.0412
9/30/1994,6.46,0,17.7062
10/1/1994,7.33,25.0093,17.106
10/2/1994,8.75,0,17.4072
10/3/1994,7.36,0,18.1317
10/4/1994,6.63,21.8831,17.9248
10/5/1994,6.46,21.8831,17.3951
10/6/1994,6.46,23.2686,17.5976
10/7/1994,6.11,0,16.9522
10/8/1994,5.94,0,17.1767
10/9/1994,6.37,11.6343,17.2624
10/10/1994,7.18,46.5372,17.4929
10/11/1994,9.19,11.8557,17.311
10/12/1994,13.3,23.7115,16.9702
10/13/1994,14.8,23.7115,17.2432
10/14/1994,13,11.8557,17.2895
10/15/1994,12.4,23.7115,17.3713
10/16/1994,11.6,9.217,17.666
10/17/1994,12.8,13.261,18.0442
10/18/1994,12.7,33.1936,17.6802
10/19/1994,12.7,12.4091,17.7199
10/20/1994,13,11.3006,17.3032
10/21/1994,11.9,8.9361,17.116
10/22/1994,11.1,15.6382,17.5933
10/23/1994,10.3,46.9146,17.4991
10/24/1994,10.1,7.8191,17.2114
10/25/1994,10.5,23.4573,17.5635
10/26/1994,11.4,33.6705,17.5224
10/27/1994,11.2,0,17.6109
10/28/1994,10.6,14.7308,17.5745
10/29/1994,9.84,0,18.0779
10/30/1994,9.18,0,18.675
10/31/1994,8.75,14.7308,18.6541
11/1/1994,8.34,61.7212,17.5081
11/2/1994,7.75,0,16.9929
11/3/1994,7.36,0,17.26
11/4/1994,7.18,24.6885,17.9075
11/5/1994,6.63,24.6885,17.2619
11/6/1994,7.75,49.4992,17.1436
11/7/1994,8.75,27.4178,16.8599
11/8/1994,13,0,16.4415
11/9/1994,27,0,16.1473
11/10/1994,39.1,25.3937,16.1427
11/11/1994,30.3,10.992,17.2856
11/12/1994,23.8,0,17.2586
11/13/1994,20.1,48.0901,17.1823
11/14/1994,18.2,0,16.735
11/15/1994,20.4,28.8541,16.8656
11/16/1994,24,23.1012,17.0547
11/17/1994,23.1,7.7004,17.2189
11/18/1994,21.7,15.4008,17.5992
11/19/1994,19.3,0,17.5729
11/20/1994,17.9,0,18.1327
11/21/1994,16.1,35.5705,17.6954
11/22/1994,14.8,0,17.7831
11/23/1994,13.9,0,17.1082
11/24/1994,13,0,17.3793
11/25/1994,12.6,35.5705,17.3537
11/26/1994,12.2,14.1537,17.5105
11/27/1994,11.3,0,17.4625
11/28/1994,10.8,0,17.4348
11/29/1994,10.1,14.1537,17.7551
11/30/1994,9.61,0,17.6507
12/1/1994,9.18,0,17.6227
12/2/1994,8.75,0,17.387
12/3/1994,8.55,0,17.0541
12/4/1994,8.14,0,17.5594
12/5/1994,7.84,0,17.9224
12/6/1994,7.65,23.722,18.1329
12/7/1994,7.36,0,17.5091
12/8/1994,6.99,0,17.3882
12/9/1994,6.94,0,17.4905
12/10/1994,6.92,0,17.391
12/11/1994,6.87,0,17.3959
12/12/1994,6.82,0,17.8216
12/13/1994,7.14,0,18.0672
12/14/1994,7.01,24.9813,17.6838
12/15/1994,6.8,0,18.1957
12/16/1994,6.61,0,17.9713
12/17/1994,6.43,0,17.4347
12/18/1994,6.25,0,17.289
12/19/1994,6.09,0,16.773
12/20/1994,5.89,0,17.1293
12/21/1994,5.74,0,17.5563
12/22/1994,5.57,0,17.4034
12/23/1994,5.41,0,17.306
12/24/1994,5.24,0,16.6203
12/25/1994,5.07,0,17.1064
12/26/1994,4.94,0,16.7815
12/27/1994,4.8,0,16.7764
12/28/1994,4.66,0,16.2823
12/29/1994,4.52,0,16.4059
12/30/1994,4.4,0,16.6089
12/31/1994,4.27,0,17.3946
1/1/1995,4.14,0,17.3975
1/2/1995,4.03,0,16.8645
1/3/1995,3.9,0,16.2078
1/4/1995,3.78,5.7133,16.9369
1/5/1995,3.67,0,17.201
1/6/1995,3.55,0,16.7124
1/7/1995,3.44,0,15.946
1/8/1995,3.33,0,16.9467
1/9/1995,3.23,0,17.5447
1/10/1995,3.12,0,16.9443
1/11/1995,3.24,0,16.0276
1/12/1995,3.18,0,16.114
1/13/1995,3.12,0,15.9727
1/14/1995,3.06,0,16.3554
1/15/1995,2.97,0,17.0662
1/16/1995,2.97,7.8409,16.8506
1/17/1995,2.87,0,17.564
1/18/1995,2.82,0,17.8147
1/19/1995,2.77,0,17.4797
1/20/1995,2.77,0,17.261
1/21/1995,2.77,0,16.7609
1/22/1995,2.77,0,17.4991
1/23/1995,2.67,8.2502,17.9101
1/24/1995,2.62,0,17.9715
1/25/1995,2.57,0,17.3764
1/26/1995,2.52,0,17.6947
1/27/1995,2.47,0,17.9775
1/28/1995,2.47,0,17.3836
1/29/1995,2.53,0,18.0272
1/30/1995,2.47,0,18.1355
1/31/1995,2.43,0,17.7239
2/1/1995,2.38,0,17.7599
2/2/1995,2.38,0,17.8598
2/3/1995,2.33,0,17.4566
2/4/1995,2.33,0,17.6802
2/5/1995,2.29,0,16.8904
2/6/1995,2.24,0,17.3734
2/7/1995,2.2,0,17.3608
2/8/1995,2.2,0,18.0931
2/9/1995,2.35,0,17.5665
2/10/1995,2.47,0,17.6959
2/11/1995,2.24,0,18.3373
2/12/1995,2.16,0,18.3552
2/13/1995,2.07,0,17.8969
2/14/1995,2.03,0,17.542
2/15/1995,2.01,0,17.8085
2/16/1995,2,0,17.4008
2/17/1995,1.98,0,17.3776
2/18/1995,1.96,0,17.6767
2/19/1995,1.95,0,17.1415
2/20/1995,1.93,0,17.1531
2/21/1995,1.91,0,17.1927
2/22/1995,1.9,0,16.8701
2/23/1995,1.88,0,16.9829
2/24/1995,1.87,0,17.025
2/25/1995,1.85,0,17.4159
2/26/1995,1.83,0,17.3655
2/27/1995,1.82,0,17.8139
2/28/1995,1.8,0,17.8791
3/1/1995,1.79,0,17.7442
3/2/1995,1.77,0,18.4661
3/3/1995,1.76,0,18.5952
3/4/1995,1.75,0,18.6982
3/5/1995,1.73,0,18.3832
3/6/1995,1.72,0,17.7273
3/7/1995,1.7,0,18.6838
3/8/1995,1.69,0,19.0912
3/9/1995,1.67,0,18.599
3/10/1995,1.67,0,18.0196
3/11/1995,1.65,0,18.0191
3/12/1995,1.64,0,18.0781
3/13/1995,1.67,0,17.9111
3/14/1995,1.75,0,17.4737
3/15/1995,1.67,0,17.3541
3/16/1995,1.64,0,17.0227
3/17/1995,1.6,0,17.8149
3/18/1995,1.56,0,18.2147
3/19/1995,1.58,23.2752,17.5588
3/20/1995,1.6,5.8188,17.5118
3/21/1995,1.56,0,18.263
3/22/1995,1.56,20.9422,17.9797
3/23/1995,1.73,0,17.9408
3/24/1995,1.79,0,17.7049
3/25/1995,1.71,0,17.2408
3/26/1995,1.6,0,18.334
3/27/1995,1.56,0,18.4647
3/28/1995,1.56,0,18.6045
3/29/1995,1.53,0,18.5652
3/30/1995,1.49,0,18.3306
3/31/1995,1.46,0,18.589
4/1/1995,1.67,7.1372,18.5116
4/2/1995,1.53,7.1372,17.9304
4/3/1995,1.49,0,18.1444
4/4/1995,1.68,7.1372,18.7709
4/5/1995,1.75,7.1372,18.3429
4/6/1995,1.79,9.2919,18.852
4/7/1995,1.56,4.646,18.7685
4/8/1995,1.49,0,18.9465
4/9/1995,1.46,0,19.1515
4/10/1995,1.42,4.0652,18.9543
4/11/1995,1.47,0,19.0459
4/12/1995,1.46,14.4826,19.5038
4/13/1995,1.42,7.2413,19.0264
4/14/1995,1.42,0,18.4263
4/15/1995,1.39,7.2413,18.5445
4/16/1995,1.42,7.1752,18.1923
4/17/1995,1.46,7.1752,18.0178
4/18/1995,1.53,7.1752,17.4886
4/19/1995,1.75,8.2002,17.6851
4/20/1995,1.74,8.2002,17.695
4/21/1995,1.83,18.2233,17.7927
4/22/1995,1.91,9.0404,18.356
4/23/1995,1.91,6.9474,18.0731
4/24/1995,1.6,16.1741,19.0566
4/25/1995,1.53,4.3942,18.8659
4/26/1995,1.46,3.7392,18.6898
4/27/1995,1.52,7.1098,18.2812
4/28/1995,2.02,16.1506,17.5437
4/29/1995,2.11,26.0078,17.7906
4/30/1995,1.99,25.1563,17.7147
5/1/1995,1.7,2.9006,18.0522
5/2/1995,1.81,16.2649,17.9737
5/3/1995,2.13,24.0901,17.9661
5/4/1995,2.95,23.566,17.836
5/5/1995,2.82,13.6896,17.8104
5/6/1995,3.77,20.9166,17.1143
5/7/1995,5.44,6.9722,17.4087
5/8/1995,3.71,0,17.8298
5/9/1995,3.01,0,18.3195
5/10/1995,3.21,0,18.1107
5/11/1995,3.25,8.053,18.1071
5/12/1995,3.56,16.1061,18.4047
5/13/1995,3.37,24.1591,18.2469
5/14/1995,3.49,8.053,18.0874
5/15/1995,3.23,8.053,18.3752
5/16/1995,5.19,13.3812,18.351
5/17/1995,3.77,6.6906,17.3185
5/18/1995,3.32,3.3453,17.3541
5/19/1995,3.64,0,17.9787
5/20/1995,3.01,10.0359,18.2713
5/21/1995,3.08,0,18.0666
5/22/1995,2.7,5.8829,18.7222
5/23/1995,2.55,0,18.368
5/24/1995,2.48,5.1475,18.3422
5/25/1995,2.38,5.1475,17.7846
5/26/1995,2.36,7.8273,17.8263
5/27/1995,2.35,0,17.0091
5/28/1995,2.55,23.4818,17.2914
5/29/1995,2.58,15.6545,16.5499
5/30/1995,2.82,0,17.1951
5/31/1995,3.08,0,17.9859
6/1/1995,3.01,11.972,17.3879
6/2/1995,2.77,35.916,17.42
6/3/1995,3.05,0,17.6534
6/4/1995,2.95,23.944,17.7844
6/5/1995,2.88,23.944,18.2729
6/6/1995,2.7,0,17.7472
6/7/1995,2.64,0,17.9449
6/8/1995,2.55,0,18.0717
6/9/1995,2.48,33.3256,17.81
6/10/1995,2.33,22.2171,17.8985
6/11/1995,2.16,0,18.1941
6/12/1995,2.05,48.9352,18.3666
6/13/1995,10.3,32.1137,17.7433
6/14/1995,13.2,21.4092,17.624
6/15/1995,8.36,0,17.7285
6/16/1995,7.37,17.481,17.4819
6/17/1995,6.44,0,18.2595
6/18/1995,7.1,17.481,17.9745
6/19/1995,11.3,39.9566,18.5088
6/20/1995,12.1,17.481,17.8598
6/21/1995,11.4,21.5594,18.2827
6/22/1995,9.9,10.7797,18.1006
6/23/1995,8.57,10.7797,18.4239
6/24/1995,7.24,0,17.9914
6/25/1995,6.61,16.1695,17.2232
6/26/1995,4.85,0,17.3339
6/27/1995,4.44,4.9413,18.1419
6/28/1995,4.97,4.9413,18.0348
6/29/1995,7.1,4.9413,17.1175
6/30/1995,7.46,9.8825,16.8887
7/1/1995,7.78,9.3101,17.5916
7/2/1995,8.61,0,17.8894
7/3/1995,7.08,0,18.1847
7/4/1995,6.83,18.6202,18.2684
7/5/1995,6.33,9.3101,16.9171
7/6/1995,6.85,11.073,16.5005
7/7/1995,6.45,5.5365,17.5657
7/8/1995,6.13,0,18.2138
7/9/1995,5.74,0,18.3986
7/10/1995,5.59,0,19.3403
7/11/1995,5.8,0,18.8793
7/12/1995,5.51,10.8704,17.9885
7/13/1995,5.24,0,17.639
7/14/1995,5.16,14.2674,17.7395
7/15/1995,4.88,0,17.7111
7/16/1995,4.8,5.5896,17.6207
7/17/1995,5.35,0,17.4407
7/18/1995,6.06,5.5896,16.8846
7/19/1995,7.82,11.1792,17.9267
7/20/1995,5.58,5.5896,17.3182
7/21/1995,5.3,17.7596,17.1365
7/22/1995,5.39,0,17.0499
7/23/1995,7.71,22.1995,17.2584
7/24/1995,9.83,8.8798,17.0763
7/25/1995,8.74,8.8798,17.4221
7/26/1995,13.1,19.3486,17.0534
7/27/1995,16.3,37.6135,16.0438
7/28/1995,14.4,17.3184,16.1809
7/29/1995,11.1,14.8012,17.6213
7/30/1995,8.96,9.6983,18.4055
7/31/1995,9.4,4.9863,17.6656
8/1/1995,11.3,0,16.4886
8/2/1995,14.7,0,15.8993
8/3/1995,12.4,0,17.032
8/4/1995,11.2,0,17.281
8/5/1995,11.4,48.9306,17.4117
8/6/1995,11.7,0,17.8669
8/7/1995,10.1,0,18.3057
8/8/1995,9.09,0,19.0296
8/9/1995,8.2,0,18.3335
8/10/1995,8.33,41.7577,16.9145
8/11/1995,8.46,16.9229,17.3494
8/12/1995,7.97,0,17.5767
8/13/1995,9.94,33.8458,17.668
8/14/1995,11.9,50.7686,17.7178
8/15/1995,22.8,16.9229,16.9611
8/16/1995,20.2,13.2599,17.5617
8/17/1995,19.7,13.2599,17.8811
8/18/1995,18.7,13.2599,17.7219
8/19/1995,20.1,13.2599,17.1845
8/20/1995,18.3,13.2599,17.3865
8/21/1995,17.4,14.2278,17.878
8/22/1995,15.9,0,17.6646
8/23/1995,14.2,0,17.8411
8/24/1995,13,28.4556,17.8116
8/25/1995,12.8,14.2278,18.0504
8/26/1995,13.4,40.1355,17.49
8/27/1995,13.9,26.757,17.404
8/28/1995,17.1,13.3785,17.5979
8/29/1995,18.4,13.3785,17.9166
8/30/1995,17.4,13.3785,18.4924
8/31/1995,17.2,0,18.0237
9/1/1995,16.3,11.267,18.2585
9/2/1995,15,19.7173,18.4951
9/3/1995,13.7,19.7173,18.5277
9/4/1995,13.4,0,18.3201
9/5/1995,14.1,0,18.0509
9/6/1995,13.6,14.73,17.8554
9/7/1995,13,14.73,17.8242
9/8/1995,12.8,0,17.7945
9/9/1995,13.8,0,17.4728
9/10/1995,12.7,29.46,17.323
9/11/1995,14.3,0,17.3339
9/12/1995,17.3,66.9199,17.5124
9/13/1995,18.1,0,17.092
9/14/1995,20.1,0,16.8379
9/15/1995,21.9,0,17.0995
9/16/1995,23.1,8.1903,17.0977
9/17/1995,21.2,16.3807,17.4813
9/18/1995,20.6,8.1903,17.4221
9/19/1995,19.2,8.1903,18.0723
9/20/1995,17.5,8.1903,17.9822
9/21/1995,16.5,47.727,17.978
9/22/1995,15.4,9.5454,17.4104
9/23/1995,15.1,9.5454,17.3276
9/24/1995,17.3,19.0908,17.2974
9/25/1995,17.4,9.5454,17.123
9/26/1995,18.7,28.1372,17.4265
9/27/1995,17.2,28.1372,17.1536
9/28/1995,16.1,0,17.7713
9/29/1995,15.4,14.0686,18.3552
9/30/1995,14.8,28.1372,17.3784
10/1/1995,15.5,28.469,17.8765
10/2/1995,16.8,28.469,17.506
10/3/1995,15.7,28.469,17.301
10/4/1995,14.8,28.469,17.7696
10/5/1995,14.4,0,18.0714
10/6/1995,14.4,24.7921,16.855
10/7/1995,16.2,32.5396,16.3103
10/8/1995,23.6,10.8465,16.8389
10/9/1995,23.5,0,17.1715
10/10/1995,26.6,43.3861,16.8991
10/11/1995,32.4,22.6533,16.3961
10/12/1995,31.9,0,17.1088
10/13/1995,41,45.3066,16.7187
10/14/1995,42.3,33.9799,17.1853
10/15/1995,39.5,11.3266,17.2184
10/16/1995,37.9,9.5494,17.1065
10/17/1995,37.3,38.1975,17.0923
10/18/1995,31.9,19.0987,17.0141
10/19/1995,27.5,0,17.0397
10/20/1995,24.5,0,17.3706
10/21/1995,22.2,15.3724,17.0728
10/22/1995,20.3,15.3724,16.9305
10/23/1995,19.4,15.3724,16.8581
10/24/1995,18.1,0,17.4212
10/25/1995,19.6,15.3724,17.1946
10/26/1995,19.2,13.1455,17.2144
10/27/1995,20.8,26.2909,16.4855
10/28/1995,21.5,26.2909,17.3975
10/29/1995,18.9,13.1455,17.0426
10/30/1995,17.4,0,17.1269
10/31/1995,15.9,0,17.4159
11/1/1995,14.5,0,16.8647
11/2/1995,14.6,10.3103,17.7596
11/3/1995,13.4,0,17.1909
11/4/1995,12.5,0,17.0615
11/5/1995,11.9,10.3103,17.7404
11/6/1995,11.1,0,17.6912
11/7/1995,10.7,23.671,17.6994
11/8/1995,9.96,0,18.004
11/9/1995,9.01,0,17.3863
11/10/1995,8.91,15.7806,16.4984
11/11/1995,8.41,0,17.2074
11/12/1995,8.07,0,17.1546
11/13/1995,7.72,0,17.0735
11/14/1995,7.19,14.5504,17.0233
11/15/1995,6.99,0,16.958
11/16/1995,6.63,0,17.1995
11/17/1995,6.31,0,17.5858
11/18/1995,6.08,0,17.2497
11/19/1995,5.99,17.9034,17.3411
11/20/1995,6.76,0,17.3285
11/21/1995,6.22,15.9691,17.4273
11/22/1995,5.59,10.6461,17.2796
11/23/1995,5.59,5.323,17.4763
11/24/1995,5.28,5.323,17.4515
11/25/1995,5.57,31.9382,17.2706
11/26/1995,5.5,12.6362,16.5303
11/27/1995,5.08,0,16.5984
11/28/1995,6.5,12.6362,17.1485
11/29/1995,5.77,0,17.9094
11/30/1995,5.06,0,18.1546
12/1/1995,4.69,0,17.8713
12/2/1995,4.54,0,17.5428
12/3/1995,4.54,0,16.729
12/4/1995,4.31,0,16.7659
12/5/1995,4.02,0,16.0436
12/6/1995,3.98,0,17.2668
12/7/1995,3.88,0,16.3327
12/8/1995,3.77,0,16.5695
12/9/1995,3.72,0,16.7391
12/10/1995,3.38,0,16.5818
12/11/1995,3.34,0,15.7885
12/12/1995,3.24,0,16.7481
12/13/1995,3.12,0,16.9076
